path,classification,reference_exists,generated_exists,duplicate_count,comparison_enabled,reason
JP/ShareCfg/expedition_challenge_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_cloud_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_constellation_challenge_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_daily_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_data_by_chapter.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_data_by_map.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_data_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/expedition_island_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/extraenemy_challenge_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/extraenemy_series_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/extraenemy_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/fleet_tech_group.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/fleet_tech_ship_class.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/fleet_tech_ship_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/fleet_tech_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/formation_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/frame_resource.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/friendly_data_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/furniture_compose_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/furniture_data_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/furniture_init_data_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/furniture_shop_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/furniture_specail_action.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gallery_config.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/game_room_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gameroom_shop_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gameset.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gameset_language_client.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gametip.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gift_group.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/gift_key_sp.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guardian_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_base_event.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_boss_event.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_contribution_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_data_level.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_event_node.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_mission_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_operation_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_store.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guild_technology_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/guildset.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/honormedal_goods_list.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/illustrator.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/inform_cfg.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/inform_for_back_yard_theme_template_cfg.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/intimacy_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_ability_template.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_achievement.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_achievement_group.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_action.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_action_feedback.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_activity_pt_page.json,lua_derived,true,true,0,true,JP reference data
JP/ShareCfg/island_activity_template.json,lua_derived,true,true,0,true,JP reference data
